NPS Mortality CY 2007 to CY 2023 ,,,,,,
Released April 2023,,,,,,
Incident Date,Park Name,Cause of Death,Intent,Outcome,Sex,Age Range
6/14/2017,Padre Island National Seashore,Drowning,Unintentional,Fatal injury,Male,65+
6/16/2017,Death Valley National Park,Undetermined,Undetermined,Fatal injury,Male,65+
6/17/2017,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
6/17/2017,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Female,25-34
6/17/2017,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
6/18/2017,Little River Canyon National Preserve,Drowning,Unintentional,Fatal injury,Female,0-14
6/18/2017,Big Bend National Park,Hyperthermia,Unintentional,Fatal injury,Female,35-44
6/18/2017,Dry Tortugas National Park,Drowning,Unintentional,Fatal injury,Female,55-64
6/18/2017,Mammoth Cave National Park,Medical,Medical,Fatal injury,Male,65+
6/19/2017,Carlsbad Caverns National Park,Hyperthermia,Unintentional,Fatal injury,Male,15-24
6/19/2017,Carlsbad Caverns National Park,Hyperthermia,Unintentional,Fatal injury,Male,55-64
6/19/2017,Yellowstone National Park,Medical,Medical,Fatal injury,Male,65+
6/20/2017,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
6/20/2017,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
6/20/2017,Grand Canyon National Park,Suicide,Intentional,Fatal injury,Male,45-54
6/20/2017,National Mall & Memorial Parks,Medical,Medical,Fatal injury,Female,65+
6/20/2017,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
6/21/2017,Canyonlands National Park,Medical,Medical,Fatal injury,Male,35-44
6/22/2017,Golden Gate National Recreation Area,Fall,Unintentional,Fatal injury,Female,15-24
6/22/2017,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Male,65+
6/24/2017,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Female,35-44
6/26/2017,Colonial National Historical Park,Drowning,Unintentional,Fatal injury,Male,15-24
6/26/2017,Chesapeake & Ohio Canal National Historical Park,Medical,Medical,Fatal injury,Female,45-54
6/27/2017,Colorado National Monument,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+
6/28/2017,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
6/28/2017,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
7/1/2017,Everglades National Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,25-34
7/1/2017,Padre Island National Seashore,Drowning,Unintentional,Fatal injury,Female,55-64
7/1/2017,Olympic National Park,Drowning,Unintentional,Fatal injury,Male,55-64
7/2/2017,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,15-24
7/2/2017,Olympic National Park,Undetermined,Undetermined,Fatal injury,Female,55-64
7/2/2017,Hot Springs National Park,Fall,Unintentional,Fatal injury,Male,55-64
7/3/2017,Grand Canyon National Park,Medical,Medical,Fatal injury,Female,65+
7/3/2017,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Not Reported
7/3/2017,Indiana Dunes National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
7/4/2017,Crater Lake National Park,Fall,Unintentional,Fatal injury,Male,15-24
7/4/2017,Yosemite National Park,Medical,Medical,Fatal injury,Male,55-64
7/4/2017,Rock Creek Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
7/6/2017,Sequoia & Kings Canyon National Parks,Hypothermia,Unintentional,Fatal injury,Male,65+
7/7/2017,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,25-34
7/8/2017,Lassen Volcanic National Park,Drowning,Unintentional,Fatal injury,Male,15-24
7/8/2017,Hawaii Volcanoes National Park,Suicide,Intentional,Fatal injury,Male,35-44
7/8/2017,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Female,45-54
7/8/2017,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
7/8/2017,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Fatal injury,Male,65+
7/8/2017,Rock Creek Park,Homicide,Intentional,Fatal injury,Male,Not Reported
7/10/2017,New River Gorge National River,Drowning,Unintentional,Fatal injury,Female,45-54
7/10/2017,Black Canyon Of The Gunnison National Park,Hyperthermia,Unintentional,Fatal injury,Female,45-54
7/12/2017,Glen Canyon National Recreation Area,Vessel Incident,Unintentional,Fatal injury,Female,45-54
7/12/2017,Missouri National Recreational River,Drowning,Unintentional,Fatal injury,Male,Not Reported
7/13/2017,Mount Rainier National Park,Fall,Unintentional,Fatal injury,Male,65+
7/14/2017,Virgin Islands National Park,Medical,Medical,Fatal injury,Male,65+
7/14/2017,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Fatal injury,Male,65+
7/15/2017,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,15-24
7/15/2017,Catoctin Mountain Park,Undetermined,Undetermined,Fatal injury,Female,35-44
7/15/2017,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Male,45-54
7/15/2017,Dinosaur National Monument,Drowning,Unintentional,Fatal injury,Male,65+
7/16/2017,Gateway National Recreation Area,Drowning,Unintentional,Fatal injury,Female,0-14
7/17/2017,Lake Meredith National Recreation Area,Suicide,Intentional,Fatal injury,Male,45-54
7/18/2017,Gulf Islands National Seashore,Drowning,Unintentional,Fatal injury,Male,45-54
7/18/2017,Lake Mead National Recreation Area,Medical,Medical,Fatal injury,Male,55-64
7/19/2017,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,35-44
7/19/2017,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+
7/22/2017,Glacier National Park,Fall,Unintentional,Fatal injury,Male,25-34
7/22/2017,Saint Croix National Scenic Riverway,Suicide,Unintentional,Fatal injury,Male,35-44
7/22/2017,Governors Island National Monument,Undetermined,Undetermined,Fatal injury,Male,45-54
7/22/2017,North Cascades National Park,Fall,Unintentional,Fatal injury,Female,55-64
7/23/2017,Point Reyes National Seashore,Undetermined,Undetermined,Fatal injury,Male,35-44
7/24/2017,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Female,25-34
7/24/2017,Yosemite National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
7/26/2017,Grand Canyon National Park,Fall,Unintentional,Fatal injury,Male,25-34
7/26/2017,Anacostia Park,Homicide,Intentional,Fatal injury,Male,Not Reported
7/27/2017,Lake Clark National Park & Preserve,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,15-24
7/28/2017,Joshua Tree National Park,Homicide,Intentional,Fatal injury,Female,15-24
7/28/2017,Joshua Tree National Park,Suicide,Intentional,Fatal injury,Male,15-24
7/28/2017,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Female,25-34
7/28/2017,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,55-64
7/29/2017,Yellowstone National Park,Medical,Medical,Fatal injury,Male,65+
7/30/2017,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
7/30/2017,Fire Island National Seashore,Drowning,Unintentional,Fatal injury,Male,15-24
7/30/2017,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,25-34
7/30/2017,Sequoia & Kings Canyon National Parks,Medical,Medical,Fatal injury,Male,35-44
7/30/2017,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
7/30/2017,Mount Rainier National Park,Medical,Medical,Fatal injury,Male,65+
7/31/2017,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Female,45-54
8/1/2017,Grand Canyon National Park,Hyperthermia,Unintentional,Fatal injury,Female,35-44
8/1/2017,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/2/2017,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Fatal injury,Male,35-44
8/3/2017,Yosemite National Park,Drowning,Unintentional,Fatal injury,Female,25-34
8/4/2017,Sequoia & Kings Canyon National Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Female,0-14
8/4/2017,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Female,15-24
8/4/2017,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
8/5/2017,New River Gorge National River,Suicide,Intentional,Fatal injury,Female,35-44
8/6/2017,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,15-24
8/6/2017,Walnut Canyon National Monument,Suicide,Intentional,Fatal injury,Male,35-44
8/7/2017,North Cascades National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
8/7/2017,Big Cypress National Preserve,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
8/9/2017,Cape Cod National Seashore,Medical,Medical,Fatal injury,Male,65+
8/10/2017,New River Gorge National River,Drowning,Unintentional,Fatal injury,Female,45-54
8/11/2017,Sequoia & Kings Canyon National Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
8/11/2017,Sequoia & Kings Canyon National Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
8/11/2017,Arches National Park,Medical,Medical,Fatal injury,Male,55-64
8/13/2017,Big Bend National Park,Drowning,Unintentional,Fatal injury,Female,15-24
8/14/2017,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
8/14/2017,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Fatal injury,Male,55-64
8/14/2017,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,55-64
8/16/2017,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
8/18/2017,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/19/2017,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Fatal injury,Male,35-44
8/19/2017,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,65+
8/20/2017,Point Reyes National Seashore,Undetermined,Undetermined,Fatal injury,Male,Not Reported
8/20/2017,National Capital Parks-East,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
8/22/2017,North Cascades National Park,Fall,Unintentional,Fatal injury,Male,15-24
8/22/2017,Rocky Mountain National Park,Suicide,Intentional,Fatal injury,Female,55-64
8/22/2017,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
8/22/2017,Cabrillo National Monument,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
8/23/2017,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,45-54
8/23/2017,Rocky Mountain National Park,Fall,Unintentional,Fatal injury,Male,65+
8/24/2017,New River Gorge National River,Drowning,Unintentional,Fatal injury,Male,25-34
8/24/2017,Acadia National Park,Medical,Medical,Fatal injury,Male,65+
8/25/2017,Grand Teton National Park,Fall,Unintentional,Fatal injury,Male,15-24
8/26/2017,Grand Teton National Park,Rockfall,Unintentional,Fatal injury,Female,15-24
8/26/2017,Yosemite National Park,Blunt force trauma,Unintentional,Fatal injury,Female,25-34
8/26/2017,Rocky Mountain National Park,Medical,Medical,Fatal injury,Male,65+
8/27/2017,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,15-24
8/27/2017,Rock Creek Park,Drowning,Unintentional,Fatal injury,Male,Not Reported
8/27/2017,Rock Creek Park,Drowning,Unintentional,Fatal injury,Not Reported,Not Reported
8/28/2017,Great Falls Park,Suicide,Intentional,Fatal injury,Male,25-34
8/28/2017,Canyonlands National Park,Hyperthermia,Unintentional,Fatal injury,Male,35-44
8/28/2017,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+
8/28/2017,Cape Cod National Seashore,Drowning,Unintentional,Fatal injury,Male,65+
9/1/2017,Sequoia & Kings Canyon National Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
9/1/2017,Sequoia & Kings Canyon National Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
9/1/2017,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,55-64
9/2/2017,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
9/3/2017,Lake Meredith National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
9/4/2017,Zion National Park,Fall,Unintentional,Fatal injury,Male,35-44
9/4/2017,Santa Monica Mountains National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Female,45-54
9/5/2017,Colorado National Monument,Medical,Medical,Fatal injury,male,55-64
9/6/2017,Great Smoky Mountains National Park,Medical,Medical,Fatal injury,Male,55-64
9/6/2017,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
9/7/2017,Golden Gate National Recreation Area,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,55-64
9/7/2017,Death Valley National Park,Hyperthermia,Unintentional,Fatal injury,Male,65+
9/7/2017,Point Reyes National Seashore,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Not Reported,Not Reported
9/9/2017,Niobrara National Scenic River,Drowning,Unintentional,Fatal injury,Female,0-14
9/9/2017,Cape Hatteras National Seashore,Undetermined,Undetermined,Fatal injury,Male,Not Reported
9/11/2017,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
9/11/2017,Lake Meredith National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
9/12/2017,Chattahoochee River National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
9/12/2017,Chattahoochee River National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
9/13/2017,Haleakala National Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
9/14/2017,Grand Canyon National Park,Medical,Medical,Fatal injury,Male,65+
9/14/2017,Appalachian National Scenic Trail,Fall,Unintentional,Fatal injury,Male,65+
9/15/2017,Santa Monica Mountains National Recreation Area,Suicide,Intentional,Fatal injury,Male,45-54
9/16/2017,Padre Island National Seashore,Drowning,Unintentional,Fatal injury,Female,45-54
9/16/2017,Lake Roosevelt National Recreation Area,Suicide,Intentional,Fatal injury,Not Reported,Not Reported
9/17/2017,Glen Canyon National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,0-14
9/17/2017,Glen Canyon National Recreation Area,Vessel Incident,Unintentional,Fatal injury,Male,0-14
9/17/2017,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
9/17/2017,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Female,35-44
9/18/2017,Grand Canyon National Park,Medical,Medical,Fatal injury,Male,65+
9/20/2017,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
9/20/2017,Voyageurs National Park,Drowning,Unintentional,Fatal injury,Male,65+
9/21/2017,New River Gorge National River,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
9/21/2017,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,65+
9/23/2017,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
9/24/2017,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
9/25/2017,Olympic National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
9/25/2017,Capitol Reef National Park,Medical,Medical,Fatal injury,Male,65+
9/27/2017,Yosemite National Park,Rockfall,Unintentional,Fatal injury,Male,25-34
9/28/2017,Gauley River National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
9/29/2017,Yosemite National Park,Medical,Medical,Fatal injury,Male,65+
9/30/2017,Colorado National Monument,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Female,55-64
9/30/2017,Rocky Mountain National Park,Fall,Unintentional,Fatal injury,Male,65+
10/3/2017,Anacostia Park,Medical,Medical,Fatal injury,Male,15-24
10/5/2017,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,35-44
10/6/2017,Grand Canyon National Park,Medical,Medical,Fatal injury,Male,65+
10/7/2017,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
10/7/2017,Cumberland Gap National Historical Park,Medical,Medical,Fatal injury,Male,65+
10/7/2017,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Male,65+
10/8/2017,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,45-54
10/8/2017,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,55-64
10/9/2017,Lake Mead National Recreation Area,Medical,Medical,Fatal injury,Male,25-34
10/11/2017,Big Thicket National Preserve,Drowning,Unintentional,Fatal injury,Male,35-44
10/11/2017,Big Bend National Park,Medical,Medical,Fatal injury,Male,55-64
10/11/2017,Glen Canyon National Recreation Area,Medical,Medical,Fatal injury,Male,65+
10/14/2017,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
10/14/2017,Rock Creek Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
10/15/2017,Obed Wild & Scenic River,Fall,Unintentional,Fatal injury,Male,25-34
10/16/2017,Lake Meredith National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
10/17/2017,Shenandoah National Park,Medical,Medical,Fatal injury,Male,15-24
10/17/2017,Rock Creek Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
10/20/2017,Harpers Ferry National Historical Park,Fall,Unintentional,Fatal injury,Male,15-24
10/20/2017,Great Falls Park,Fall,Unintentional,Fatal injury,Male,15-24
10/20/2017,Padre Island National Seashore,Vessel Incident,Unintentional,Fatal injury,Male,25-34
10/21/2017,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
10/21/2017,National Mall & Memorial Parks,Medical,Medical,Fatal injury,Male,Not Reported
10/24/2017,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Female,55-64
10/27/2017,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+
10/27/2017,Assateague Island National Seashore,Medical,Medical,Fatal injury,Male,65+
10/29/2017,Hawaii Volcanoes National Park,Fall,Unintentional,Fatal injury,Female,55-64
10/30/2017,Suitland,Homicide,Intentional,Fatal injury,Male,15-24
10/31/2017,Grand Canyon National Park,Fall,Unintentional,Fatal injury,Male,35-44
11/1/2017,Death Valley National Park,Medical,Medical,Fatal injury,Female,35-44
11/3/2017,Mesa Verde National Park,Undetermined,Undetermined,Fatal injury,Male,65+
11/5/2017,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
11/8/2017,Death Valley National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
11/10/2017,Olympic National Park,Fall,Unintentional,Fatal injury,Male,15-24
11/11/2017,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,45-54
11/14/2017,Badlands National Park,Medical,Medical,Fatal injury,Male,55-64
11/16/2017,Cape Cod National Seashore,Suicide,Intentional,Fatal injury,Male,65+
11/17/2017,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,25-34
11/20/2017,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,45-54
11/20/2017,Grand Canyon National Park,Medical,Medical,Fatal injury,Male,65+
11/29/2017,Yosemite National Park,Suicide,Intentional,Fatal injury,Male,15-24
12/2/2017,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,35-44
12/6/2017,Gateway National Recreation Area,Drowning,Unintentional,Fatal injury,Male,65+
12/11/2017,Grand Canyon National Park,Suicide,Intentional,Fatal injury,Male,55-64
12/18/2017,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Female,45-54
12/21/2017,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Male,45-54
12/21/2017,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
12/22/2017,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,55-64
12/23/2017,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
12/26/2017,Glacier National Park,Medical,Medical,Fatal injury,Male,55-64
12/26/2017,Yosemite National Park,Medical,Medical,Fatal injury,Male,65+
12/29/2017,Padre Island National Seashore,Suicide,Intentional,Fatal injury,Male,55-64
1/1/2018,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
1/1/2018,Cape Lookout National Seashore,Drowning,Unintentional,Fatal injury,Male,35-44
1/2/2018,Death Valley National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
1/2/2018,Presidio of San Francisco,Poisoning,Unintentional,Fatal injury,Male,55-64
1/4/2018,Petroglyph National Monument,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
1/5/2018,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Male,35-44
1/5/2018,Curecanti National Recreation Area,Fall,Unintentional,Fatal injury,Female,45-54
1/6/2018,Lake Mead National Recreation Area,Medical,Medical,Fatal injury,Male,65+
1/10/2018,Big Bend National Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
1/12/2018,Rock Creek Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
1/14/2018,New River Gorge National River,Fall,Unintentional,Fatal injury,Male,55-64
1/14/2018,Grand Canyon National Park,Medical,Medical,Fatal injury,Female,55-64
1/14/2018,Golden Gate National Recreation Area,Medical,Medical,Fatal injury,Female,65+
1/15/2018,Yosemite National Park,Medical,Medical,Fatal injury,Male,65+
1/16/2018,Grand Teton National Park,Medical,Medical,Fatal injury,Male,65+
1/29/2018,Padre Island National Seashore,Undetermined,Undetermined,Fatal injury,Male,35-44
1/29/2018,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
2/2/2018,Big Cypress National Preserve,Medical,Medical,Fatal injury,Female,45-54
2/2/2018,Kings Mountain National Military Park,Medical,Medical,Fatal injury,Male,65+
2/4/2018,Buffalo National River,Undetermined,Undetermined,Fatal injury,Male,65+
2/5/2018,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,0-14
2/5/2018,Zion National Park,Fall,Unintentional,Fatal injury,Female,0-14
2/9/2018,Grand Canyon National Park,Medical,Medical,Fatal injury,Male,65+
2/11/2018,Chattahoochee River National Recreation Area,Suicide,Intentional,Fatal injury,Male,65+
2/12/2018,Lake Meredith National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
2/14/2018,Canyonlands National Park,Suicide,Intentional,Fatal injury,Male,45-54
2/16/2018,Golden Gate National Recreation Area,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,65+
2/17/2018,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
2/19/2018,Colorado National Monument,Blunt force trauma,Unintentional,Fatal injury,male,15-24
2/19/2018,Grand Canyon National Park,Medical,Medical,Fatal injury,Male,65+
2/24/2018,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Male,25-34
2/24/2018,Lake Mead National Recreation Area,Medical,Medical,Fatal injury,Male,45-54
2/25/2018,Buffalo National River,Medical,Medical,Fatal injury,Male,25-34
2/25/2018,Boston National Historical Park,Undetermined,Undetermined,Fatal injury,Male,55-64
2/26/2018,Yellowstone National Park,Undetermined,Undetermined,Fatal injury,Male,25-34
3/3/2018,Blue Ridge Parkway,Undetermined,Undetermined,Fatal injury,Male,55-64
3/4/2018,Independence National Historical Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported
3/4/2018,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Female,45-54
3/6/2018,Kennesaw Mountain National Battlefield Park,Suicide,Intentional,Fatal injury,Male,55-64
3/6/2018,Virgin Islands National Park,Medical,Medical,Fatal injury,Female,65+
3/8/2018,Chesapeake & Ohio Canal National Historical Park,Undetermined,Undetermined,Fatal injury,Male,15-24
3/9/2018,Rocky Mountain National Park,Medical,Medical,Fatal injury,Male,65+
3/12/2018,Mount Rainier National Park,Fall,Unintentional,Fatal injury,Male,15-24
3/12/2018,Death Valley National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
3/16/2018,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
3/26/2018,Point Reyes National Seashore,Undetermined,Undetermined,Fatal injury,Male,65+
3/31/2018,National Mall & Memorial Parks,Undetermined,Undetermined,Fatal injury,Male,55-64
4/2/2018,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,25-34
4/3/2018,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Male,35-44
4/3/2018,Great Falls Park,Suicide,Intentional,Fatal injury,Male,65+
4/4/2018,Saint Croix National Scenic Riverway,Suicide,Intentional,Fatal injury,Male,15-24
4/5/2018,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Male,65+
4/6/2018,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
4/9/2018,Chattahoochee River National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
4/10/2018,Blue Ridge Parkway,Homicide,Intentional,Fatal injury,Male,15-24
4/10/2018,Manassas National Battlefield Park,Suicide,Intentional,Fatal injury,Not Reported,Not Reported
4/10/2018,Rock Creek Park,Suicide,Intentional,Fatal injury,Female,Not Reported
4/12/2018,Saguaro National Park,Suicide,Intentional,Fatal injury,Male,25-34
4/12/2018,Curecanti National Recreation Area,Suicide,Intentional,Fatal injury,Male,35-44
4/14/2018,Golden Gate National Recreation Area,Medical,Medical,Fatal injury,Male,65+
4/15/2018,Lake Roosevelt National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
4/15/2018,Grand Canyon National Park,Suicide,Intentional,Fatal injury,Male,35-44
4/15/2018,Chesapeake & Ohio Canal National Historical Park,Suicide,Intentional,Fatal injury,Male,Not Reported
4/16/2018,New River Gorge National River,Suicide,Intentional,Fatal injury,Female,25-34
4/18/2018,Grand Canyon National Park,Medical,Medical,Fatal injury,Female,65+
4/18/2018,Cumberland Gap National Historical Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
4/20/2018,Lake Roosevelt National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
4/21/2018,Glen Canyon National Recreation Area,Suicide,Intentional,Fatal injury,Male,45-54
4/21/2018,Zion National Park,Medical,Medical,Fatal injury,Male,65+
4/22/2018,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Male,15-24
4/23/2018,Mississippi National River & Recreation Area,Other,Unintentional,Fatal injury,Male,45-54
4/23/2018,Grand Canyon National Park,Medical,Medical,Fatal injury,Male,55-64
4/24/2018,Whiskeytown National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
4/24/2018,Golden Gate National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
4/25/2018,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
4/27/2018,Rock Creek Park,Suicide,Intentional,Fatal injury,Female,25-34
4/27/2018,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,35-44
4/28/2018,Yosemite National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
4/28/2018,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Female,55-64
4/28/2018,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Female,55-64
4/29/2018,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
4/30/2018,Colonial National Historical Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+
